pet_id,date,activity_type,duration_minutes,issue,resolution,owner_id,owner_age_group,pet_type,year_month
4768,2023-04-18,Health,0,Annual Checkup,"All clear, healthy diet recommended",254,56-65,Dog,2023-04
8805,2023-05-25,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,4944,46-55,Hamster,2023-05
6102,2023-09-16,Playing,14,"","",1403,46-55,Hamster,2023-09
2299,2022-06-23,Playing,27,"","",1559,18-25,Hamster,2022-06
6376,2023-09-23,Health,0,Dental Cleaning,"Cleaning done, no dental issues",1407,56-65,Rabbit,2023-09
2299,2023-06-20,Resting,13,"","",1559,18-25,Hamster,2023-06
3686,2023-07-05,Health,0,Dental Cleaning,"Cleaning done, no dental issues",2979,26-35,Rabbit,2023-07
6103,2022-09-05,Resting,29,"","",3723,66+,Rabbit,2022-09
6121,2022-05-31,Health,0,Annual Checkup,Diet adjustment recommended for weight management,9603,66+,Fish,2022-05
9692,2023-12-03,Walking,75,"","",7009,46-55,Cat,2023-12
6725,2022-07-02,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",5568,56-65,Dog,2022-07
4192,2023-01-04,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",8706,56-65,Rabbit,2023-01
1585,2023-12-20,Health,0,Dental Cleaning,"Cleaning done, no dental issues",4135,18-25,Fish,2023-12
8903,2022-08-13,Resting,41,"","",4754,66+,Fish,2022-08
833,2023-12-05,Resting,73,"","",7440,66+,Fish,2023-12
5919,2022-05-28,Health,0,Dental Cleaning,"Cleaning done, no dental issues",8009,26-35,Fish,2022-05
6480,2023-09-26,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,6899,66+,Dog,2023-09
1322,2023-04-17,Health,0,Dental Cleaning,"Cleaning done, no dental issues",1748,66+,Fish,2023-04
1261,2022-08-29,Walking,21,"","",683,46-55,Dog,2022-08
9874,2023-08-27,Playing,40,"","",2966,46-55,Fish,2023-08
9018,2023-02-09,Health,0,Annual Checkup,Diet adjustment recommended for weight management,5690,46-55,Rabbit,2023-02
6315,2023-05-05,Health,0,Injury,"Minor surgery performed, recovery monitored",7039,56-65,Dog,2023-05
1297,2023-02-11,Playing,51,"","",576,26-35,Fish,2023-02
5418,2023-10-17,Health,0,Annual Checkup,"All clear, healthy diet recommended",8149,18-25,Dog,2023-10
1382,2022-08-24,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",7965,36-45,Dog,2022-08
2869,2023-06-24,Health,0,Injury,Physical therapy recommended for joint issues,4983,36-45,Cat,2023-06
2549,2022-04-17,Walking,51,"","",8612,36-45,Dog,2022-04
4768,2023-10-30,Health,0,Dental Cleaning,"Cleaning done, no dental issues",254,56-65,Dog,2023-10
8387,2022-07-09,Health,0,Dental Cleaning,"Cleaning done, no dental issues",160,36-45,Cat,2022-07
9191,2023-10-25,Health,0,Annual Checkup,"All clear, healthy diet recommended",2639,66+,Hamster,2023-10
8518,2022-04-05,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",1912,26-35,Rabbit,2022-04
5421,2023-11-06,Resting,54,"","",4457,26-35,Rabbit,2023-11
5445,2023-01-18,Resting,46,"","",8793,56-65,Hamster,2023-01
2869,2023-09-04,Resting,30,"","",4983,36-45,Cat,2023-09
5968,2022-04-25,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,3794,46-55,Fish,2022-04
1204,2022-10-31,Health,0,Annual Checkup,Diet adjustment recommended for weight management,3070,18-25,Cat,2022-10
4912,2022-10-31,Health,0,Annual Checkup,Diet adjustment recommended for weight management,3425,66+,Dog,2022-10
5395,2023-05-13,Resting,5,"","",8924,26-35,Fish,2023-05
5008,2022-06-07,Health,0,Annual Checkup,"All clear, healthy diet recommended",4697,66+,Dog,2022-06
9472,2023-11-12,Health,0,Dental Cleaning,"Cleaning done, no dental issues",4878,46-55,Cat,2023-11
5699,2022-10-13,Health,0,Dental Cleaning,"Cleaning done, no dental issues",4776,26-35,Fish,2022-10
2342,2022-06-18,Health,0,Annual Checkup,"All clear, healthy diet recommended",4929,66+,Hamster,2022-06
4747,2023-02-19,Health,0,Annual Checkup,"All clear, healthy diet recommended",4090,18-25,Hamster,2023-02
9539,2023-10-11,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",1495,56-65,Dog,2023-10
5610,2022-09-04,Resting,,"","",9186,36-45,Fish,2022-09
1417,2022-06-26,Health,0,Injury,"Minor surgery performed, recovery monitored",1834,46-55,Rabbit,2022-06
1888,2022-11-11,Health,0,Annual Checkup,"All clear, healthy diet recommended",360,36-45,Fish,2022-11
503,2023-07-13,Health,0,Annual Checkup,"All clear, healthy diet recommended",6083,66+,Fish,2023-07
4947,2023-05-14,Health,0,Annual Checkup,Diet adjustment recommended for weight management,9337,56-65,Rabbit,2023-05
3530,2023-11-28,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",8942,36-45,Hamster,2023-11
5421,2023-09-15,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,4457,26-35,Rabbit,2023-09
2888,2022-08-05,Playing,64,"","",187,36-45,Rabbit,2022-08
7936,2023-09-20,Health,0,Injury,"Minor surgery performed, recovery monitored",3641,36-45,Fish,2023-09
5890,2022-05-16,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3438,46-55,Cat,2022-05
7296,2023-08-13,Playing,88,"","",4562,26-35,Dog,2023-08
8691,2022-11-11,Health,0,Annual Checkup,"All clear, healthy diet recommended",3447,26-35,Fish,2022-11
5643,2023-04-28,Playing,,"","",3428,56-65,Rabbit,2023-04
2144,2023-04-03,Health,0,Dental Cleaning,"Cleaning done, no dental issues",6471,46-55,Fish,2023-04
9692,2022-06-07,Resting,70,"","",7009,46-55,Cat,2022-06
2747,2023-11-07,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9401,26-35,Hamster,2023-11
2590,2022-04-22,Health,0,Annual Checkup,"All clear, healthy diet recommended",1365,26-35,Dog,2022-04
9322,2023-02-10,Walking,75,"","",5633,26-35,Fish,2023-02
2471,2022-09-20,Walking,19,"","",7098,46-55,Dog,2022-09
9930,2023-03-31,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7016,18-25,Dog,2023-03
6729,2023-11-28,Resting,36,"","",980,46-55,Hamster,2023-11
3224,2023-06-04,Walking,82,"","",5059,36-45,Cat,2023-06
7515,2023-10-16,Health,0,Injury,Physical therapy recommended for joint issues,7330,18-25,Rabbit,2023-10
986,2023-08-12,Health,0,Dental Cleaning,"Cleaning done, no dental issues",5102,18-25,Hamster,2023-08
1292,2023-05-30,Health,0,Dental Cleaning,"Cleaning done, no dental issues",5397,18-25,Dog,2023-05
4074,2022-09-04,Health,0,Annual Checkup,"All clear, healthy diet recommended",2224,36-45,Cat,2022-09
5445,2022-10-14,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,8793,56-65,Hamster,2022-10
3767,2023-01-04,Playing,70,"","",3183,36-45,Dog,2023-01
9900,2022-08-26,Health,0,Annual Checkup,"All clear, healthy diet recommended",1102,36-45,Dog,2022-08
9230,2022-12-13,Health,0,Annual Checkup,Diet adjustment recommended for weight management,9136,46-55,Rabbit,2022-12
6331,2022-07-14,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",4304,46-55,Hamster,2022-07
9218,2023-11-24,Health,0,Dental Cleaning,"Cleaning done, no dental issues",2552,26-35,Fish,2023-11
9230,2023-07-12,Walking,,"","",9136,46-55,Rabbit,2023-07
8237,2023-11-16,Health,0,Dental Cleaning,"Cleaning done, no dental issues",200,66+,Fish,2023-11
2547,2023-07-04,Health,0,Annual Checkup,Diet adjustment recommended for weight management,3009,36-45,Hamster,2023-07
658,2022-07-04,Health,0,Dental Cleaning,"Cleaning done, no dental issues",6072,18-25,Dog,2022-07
9191,2022-04-14,Walking,43,"","",2639,66+,Hamster,2022-04
4768,2023-05-19,Health,0,Annual Checkup,Diet adjustment recommended for weight management,254,56-65,Dog,2023-05
5336,2023-04-20,Playing,,"","",6281,46-55,Cat,2023-04
4937,2023-10-20,Playing,40,"","",9579,26-35,Hamster,2023-10
5975,2022-11-05,Resting,4,"","",5818,18-25,Cat,2022-11
473,2022-11-05,Walking,53,"","",1387,56-65,Hamster,2022-11
1239,2023-10-09,Resting,4,"","",785,36-45,Fish,2023-10
3856,2023-09-25,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,7968,66+,Hamster,2023-09
8226,2023-08-22,Walking,56,"","",2391,56-65,Rabbit,2023-08
9539,2023-02-03,Resting,41,"","",1495,56-65,Dog,2023-02
7956,2023-03-05,Health,0,Dental Cleaning,"Cleaning done, no dental issues",725,66+,Hamster,2023-03
4592,2023-10-06,Health,0,Dental Cleaning,"Cleaning done, no dental issues",4293,46-55,Hamster,2023-10
1441,2023-06-07,Playing,14,"","",8360,18-25,Hamster,2023-06
9223,2023-05-20,Playing,16,"","",8116,56-65,Cat,2023-05
2755,2023-01-24,Health,0,Annual Checkup,"All clear, healthy diet recommended",310,18-25,Rabbit,2023-01
3695,2023-10-23,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",6294,56-65,Fish,2023-10
4060,2022-08-21,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3887,36-45,Fish,2022-08
121,2022-10-24,Health,0,Annual Checkup,"All clear, healthy diet recommended",3596,18-25,Rabbit,2022-10
556,2023-02-28,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3870,26-35,Fish,2023-02
5243,2022-11-22,Health,0,Annual Checkup,Diet adjustment recommended for weight management,3974,46-55,Cat,2022-11
7190,2022-12-13,Walking,,"","",2160,36-45,Hamster,2022-12
1207,2022-07-27,Resting,22,"","",7087,26-35,Rabbit,2022-07
6824,2022-11-28,Walking,78,"","",922,56-65,Cat,2022-11
3884,2023-04-25,Health,0,Annual Checkup,Diet adjustment recommended for weight management,6355,66+,Rabbit,2023-04
9419,2022-10-03,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,4101,36-45,Hamster,2022-10
3410,2022-11-25,Walking,,"","",153,66+,Dog,2022-11
1906,2022-11-25,Resting,2,"","",4680,18-25,Rabbit,2022-11
2016,2023-03-02,Health,0,Injury,Physical therapy recommended for joint issues,6230,56-65,Dog,2023-03
1366,2023-10-08,Health,0,Injury,"Minor surgery performed, recovery monitored",818,56-65,Dog,2023-10
4307,2022-09-26,Playing,67,"","",2654,56-65,Hamster,2022-09
6205,2023-09-16,Walking,19,"","",1937,56-65,Rabbit,2023-09
1216,2022-08-08,Resting,,"","",8775,26-35,Fish,2022-08
7281,2023-12-09,Resting,38,"","",3985,18-25,Fish,2023-12
4853,2023-03-04,Resting,,"","",3162,56-65,Dog,2023-03
2901,2022-07-17,Health,0,Injury,"Sprain identified, rest and limited movement advised",7351,46-55,Dog,2022-07
2287,2022-06-09,Resting,,"","",7057,66+,Rabbit,2022-06
3936,2022-09-15,Walking,73,"","",7063,26-35,Hamster,2022-09
5037,2023-01-20,Health,0,Dental Cleaning,"Cleaning done, no dental issues",119,26-35,Fish,2023-01
1678,2023-09-01,Health,0,Injury,"Sprain identified, rest and limited movement advised",1146,36-45,Dog,2023-09
2235,2022-12-08,Playing,35,"","",1811,26-35,Cat,2022-12
8877,2023-02-13,Health,0,Annual Checkup,Diet adjustment recommended for weight management,9853,36-45,Cat,2023-02
1888,2023-02-28,Walking,16,"","",360,36-45,Fish,2023-02
9018,2022-11-30,Playing,55,"","",5690,46-55,Rabbit,2022-11
6331,2023-07-22,Health,0,Injury,"Sprain identified, rest and limited movement advised",4304,46-55,Hamster,2023-07
9452,2022-05-24,Playing,5,"","",4154,18-25,Rabbit,2022-05
8237,2023-11-14,Walking,43,"","",200,66+,Fish,2023-11
3988,2022-04-23,Health,0,Annual Checkup,Diet adjustment recommended for weight management,9242,56-65,Cat,2022-04
9900,2022-10-30,Walking,82,"","",1102,36-45,Dog,2022-10
8237,2023-10-09,Resting,89,"","",200,66+,Fish,2023-10
2287,2023-07-16,Playing,5,"","",7057,66+,Rabbit,2023-07
1334,2022-04-30,Health,0,Annual Checkup,"All clear, healthy diet recommended",9632,26-35,Dog,2022-04
4238,2023-07-20,Resting,56,"","",7739,56-65,Cat,2023-07
2733,2022-05-20,Walking,70,"","",2443,56-65,Rabbit,2022-05
2729,2022-09-24,Health,0,Dental Cleaning,"Cleaning done, no dental issues",26,46-55,Rabbit,2022-09
2888,2023-11-09,Resting,52,"","",187,36-45,Rabbit,2023-11
5578,2023-06-20,Health,0,Dental Cleaning,"Cleaning done, no dental issues",5887,18-25,Cat,2023-06
2882,2022-09-07,Health,0,Dental Cleaning,"Cleaning done, no dental issues",6343,56-65,Dog,2022-09
8136,2023-10-03,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",1972,18-25,Dog,2023-10
2415,2022-11-23,Playing,63,"","",359,46-55,Rabbit,2022-11
3220,2022-05-05,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,2733,26-35,Fish,2022-05
4583,2022-06-23,Walking,73,"","",7768,26-35,Rabbit,2022-06
4937,2022-08-07,Health,0,Injury,Physical therapy recommended for joint issues,9579,26-35,Hamster,2022-08
217,2023-06-01,Resting,,"","",9887,26-35,Dog,2023-06
9922,2022-04-21,Playing,,"","",6556,46-55,Fish,2022-04
9946,2023-07-12,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9659,26-35,Fish,2023-07
5823,2023-04-15,Resting,1,"","",1745,36-45,Cat,2023-04
5940,2022-07-29,Resting,,"","",7893,56-65,Fish,2022-07
7080,2023-04-21,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9742,66+,Cat,2023-04
4073,2022-09-15,Health,0,Annual Checkup,Diet adjustment recommended for weight management,5668,46-55,Hamster,2022-09
986,2023-03-08,Health,0,Annual Checkup,Diet adjustment recommended for weight management,5102,18-25,Hamster,2023-03
3484,2022-06-16,Health,0,Injury,"Minor surgery performed, recovery monitored",472,36-45,Hamster,2022-06
8903,2022-10-05,Playing,16,"","",4754,66+,Fish,2022-10
6963,2022-11-03,Health,0,Annual Checkup,"All clear, healthy diet recommended",1749,56-65,Rabbit,2022-11
2747,2022-10-30,Walking,5,"","",9401,26-35,Hamster,2022-10
8710,2022-07-09,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,4317,56-65,Dog,2022-07
3057,2022-10-27,Resting,63,"","",2385,26-35,Hamster,2022-10
8047,2023-11-09,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,4593,26-35,Rabbit,2023-11
6851,2022-08-21,Health,0,Dental Cleaning,"Cleaning done, no dental issues",4043,56-65,Dog,2022-08
3885,2023-09-05,Health,0,Dental Cleaning,"Cleaning done, no dental issues",3080,56-65,Cat,2023-09
9692,2023-04-08,Resting,81,"","",7009,46-55,Cat,2023-04
9472,2022-04-25,Walking,59,"","",4878,46-55,Cat,2022-04
601,2023-03-01,Playing,42,"","",321,18-25,Fish,2023-03
8702,2023-03-25,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,7485,56-65,Dog,2023-03
601,2023-04-19,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",321,18-25,Fish,2023-04
8047,2023-12-06,Playing,39,"","",4593,26-35,Rabbit,2023-12
8697,2022-11-25,Health,0,Injury,"Minor surgery performed, recovery monitored",3061,18-25,Rabbit,2022-11
7818,2023-12-15,Walking,66,"","",7979,46-55,Hamster,2023-12
1207,2023-08-04,Health,0,Injury,Physical therapy recommended for joint issues,7087,26-35,Rabbit,2023-08
7970,2023-01-31,Health,0,Dental Cleaning,"Cleaning done, no dental issues",1419,36-45,Hamster,2023-01
8746,2023-01-26,Health,0,Annual Checkup,"All clear, healthy diet recommended",5569,66+,Dog,2023-01
9874,2022-08-16,Playing,,"","",2966,46-55,Fish,2022-08
3154,2023-03-15,Health,0,Injury,"Sprain identified, rest and limited movement advised",2479,66+,Hamster,2023-03
1441,2023-11-17,Walking,85,"","",8360,18-25,Hamster,2023-11
9632,2022-09-17,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",4032,36-45,Rabbit,2022-09
1585,2022-10-12,Resting,9,"","",4135,18-25,Fish,2022-10
5850,2022-12-01,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",7641,46-55,Dog,2022-12
2429,2022-11-09,Health,0,Dental Cleaning,"Cleaning done, no dental issues",4797,36-45,Dog,2022-11
239,2023-03-02,Playing,,"","",1625,36-45,Fish,2023-03
1006,2022-05-09,Health,0,Annual Checkup,"All clear, healthy diet recommended",4000,18-25,Cat,2022-05
1297,2022-04-05,Playing,21,"","",576,26-35,Fish,2022-04
8710,2022-07-13,Walking,7,"","",4317,56-65,Dog,2022-07
3846,2023-02-05,Health,0,Annual Checkup,Diet adjustment recommended for weight management,8609,56-65,Fish,2023-02
1115,2022-10-28,Playing,,"","",7620,26-35,Rabbit,2022-10
637,2023-07-07,Health,0,Injury,Physical therapy recommended for joint issues,6918,56-65,Cat,2023-07
3300,2022-11-30,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",264,66+,Hamster,2022-11
9706,2023-09-27,Health,0,Injury,"Minor surgery performed, recovery monitored",629,46-55,Rabbit,2023-09
4073,2023-10-16,Health,0,Dental Cleaning,"Cleaning done, no dental issues",5668,46-55,Hamster,2023-10
6617,2023-02-07,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3777,36-45,Fish,2023-02
3530,2023-01-02,Health,0,Dental Cleaning,"Cleaning done, no dental issues",8942,36-45,Hamster,2023-01
9305,2022-08-17,Resting,32,"","",4495,18-25,Dog,2022-08
2094,2023-03-06,Walking,,"","",6511,46-55,Cat,2023-03
4278,2022-10-26,Walking,90,"","",6524,46-55,Cat,2022-10
3686,2023-12-07,Health,0,Annual Checkup,"All clear, healthy diet recommended",2979,26-35,Rabbit,2023-12
6939,2022-11-17,Resting,62,"","",3445,46-55,Rabbit,2022-11
8510,2022-07-07,Walking,22,"","",2392,18-25,Cat,2022-07
337,2023-04-09,Resting,54,"","",2263,36-45,Cat,2023-04
8354,2023-02-19,Health,0,Annual Checkup,"All clear, healthy diet recommended",2769,26-35,Fish,2023-02
9632,2023-02-03,Playing,46,"","",4032,36-45,Rabbit,2023-02
2882,2022-07-02,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",6343,56-65,Dog,2022-07
1846,2023-02-05,Health,0,Annual Checkup,"All clear, healthy diet recommended",9741,56-65,Rabbit,2023-02
1640,2023-09-09,Resting,60,"","",7642,36-45,Hamster,2023-09
532,2023-07-26,Walking,72,"","",5345,18-25,Fish,2023-07
337,2023-11-27,Walking,21,"","",2263,36-45,Cat,2023-11
3884,2023-06-14,Playing,28,"","",6355,66+,Rabbit,2023-06
6241,2023-04-30,Playing,15,"","",3636,18-25,Hamster,2023-04
3885,2023-07-05,Walking,37,"","",3080,56-65,Cat,2023-07
9018,2023-10-30,Health,0,Annual Checkup,Diet adjustment recommended for weight management,5690,46-55,Rabbit,2023-10
8103,2022-12-12,Health,0,Injury,"Minor surgery performed, recovery monitored",1336,26-35,Fish,2022-12
5659,2022-07-05,Playing,61,"","",3740,46-55,Cat,2022-07
5540,2022-08-30,Health,0,Annual Checkup,Diet adjustment recommended for weight management,8158,56-65,Dog,2022-08
3617,2023-12-22,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3060,66+,Dog,2023-12
9561,2022-05-05,Resting,36,"","",4850,66+,Fish,2022-05
585,2023-03-01,Resting,,"","",9685,26-35,Dog,2023-03
6731,2022-10-22,Health,0,Annual Checkup,"All clear, healthy diet recommended",2075,46-55,Dog,2022-10
1564,2023-02-02,Resting,40,"","",1621,18-25,Rabbit,2023-02
4912,2023-10-28,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3425,66+,Dog,2023-10
3147,2022-06-15,Playing,12,"","",1961,18-25,Dog,2022-06
337,2023-01-01,Health,0,Annual Checkup,Diet adjustment recommended for weight management,2263,36-45,Cat,2023-01
9367,2023-02-17,Playing,14,"","",4990,56-65,Hamster,2023-02
2415,2022-12-28,Health,0,Annual Checkup,"All clear, healthy diet recommended",359,46-55,Rabbit,2022-12
5468,2022-05-13,Health,0,Dental Cleaning,"Cleaning done, no dental issues",4302,46-55,Fish,2022-05
6851,2022-07-13,Resting,78,"","",4043,56-65,Dog,2022-07
5071,2023-08-09,Walking,40,"","",1992,18-25,Fish,2023-08
3946,2022-10-22,Walking,36,"","",1722,66+,Cat,2022-10
3035,2023-09-06,Playing,69,"","",5820,66+,Fish,2023-09
9689,2022-04-15,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",7147,46-55,Rabbit,2022-04
4778,2023-02-24,Resting,15,"","",477,56-65,Cat,2023-02
3467,2023-04-21,Walking,63,"","",9304,18-25,Fish,2023-04
6087,2022-07-12,Health,0,Dental Cleaning,"Cleaning done, no dental issues",3196,26-35,Hamster,2022-07
3750,2023-01-31,Playing,8,"","",9515,26-35,Dog,2023-01
6617,2023-08-29,Walking,8,"","",3777,36-45,Fish,2023-08
9367,2023-02-04,Playing,37,"","",4990,56-65,Hamster,2023-02
7970,2022-06-25,Health,0,Dental Cleaning,"Cleaning done, no dental issues",1419,36-45,Hamster,2022-06
1735,2023-11-25,Health,0,Annual Checkup,"All clear, healthy diet recommended",8142,56-65,Fish,2023-11
2630,2022-07-06,Health,0,Annual Checkup,Diet adjustment recommended for weight management,2214,18-25,Cat,2022-07
7975,2023-09-18,Health,0,Annual Checkup,Diet adjustment recommended for weight management,9672,56-65,Hamster,2023-09
884,2022-04-01,Walking,79,"","",1349,46-55,Cat,2022-04
8518,2022-06-13,Walking,83,"","",1912,26-35,Rabbit,2022-06
9988,2023-06-28,Playing,,"","",5933,56-65,Rabbit,2023-06
9578,2023-01-14,Health,0,Annual Checkup,Diet adjustment recommended for weight management,2135,46-55,Fish,2023-01
7022,2022-06-23,Resting,17,"","",7165,56-65,Dog,2022-06
9163,2023-01-20,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",8254,46-55,Hamster,2023-01
3088,2023-07-18,Walking,4,"","",1339,18-25,Hamster,2023-07
6467,2022-08-06,Walking,77,"","",7672,26-35,Fish,2022-08
1370,2022-07-23,Walking,6,"","",3138,18-25,Hamster,2022-07
8387,2023-05-28,Health,0,Annual Checkup,Diet adjustment recommended for weight management,160,36-45,Cat,2023-05
850,2023-12-05,Resting,29,"","",3475,26-35,Hamster,2023-12
741,2023-06-18,Walking,,"","",3823,26-35,Rabbit,2023-06
8237,2023-11-11,Health,0,Dental Cleaning,"Cleaning done, no dental issues",200,66+,Fish,2023-11
7331,2023-09-25,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7557,36-45,Cat,2023-09
8702,2022-09-17,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,7485,56-65,Dog,2022-09
6315,2023-10-22,Playing,,"","",7039,56-65,Dog,2023-10
4995,2022-11-02,Playing,,"","",5392,36-45,Rabbit,2022-11
5445,2022-06-28,Health,0,Injury,"Minor surgery performed, recovery monitored",8793,56-65,Hamster,2022-06
6103,2023-07-16,Playing,9,"","",3723,66+,Rabbit,2023-07
8804,2022-05-08,Playing,20,"","",3846,46-55,Fish,2022-05
4643,2023-09-08,Resting,,"","",1806,36-45,Hamster,2023-09
6725,2022-07-24,Resting,,"","",5568,56-65,Dog,2022-07
7692,2022-09-14,Walking,85,"","",6053,36-45,Hamster,2022-09
1006,2023-09-17,Health,0,Annual Checkup,Diet adjustment recommended for weight management,4000,18-25,Cat,2023-09
9230,2023-03-28,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9136,46-55,Rabbit,2023-03
309,2022-10-31,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",4240,66+,Rabbit,2022-10
7515,2022-09-25,Playing,9,"","",7330,18-25,Rabbit,2022-09
9018,2023-07-14,Resting,86,"","",5690,46-55,Rabbit,2023-07
4438,2022-04-13,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",6845,56-65,Cat,2022-04
9481,2022-12-28,Playing,90,"","",351,36-45,Fish,2022-12
9223,2022-12-22,Health,0,Annual Checkup,Diet adjustment recommended for weight management,8116,56-65,Cat,2022-12
694,2022-07-30,Health,0,Injury,"Sprain identified, rest and limited movement advised",6526,26-35,Hamster,2022-07
8226,2023-09-14,Resting,,"","",2391,56-65,Rabbit,2023-09
8412,2023-10-16,Health,0,Annual Checkup,"All clear, healthy diet recommended",4116,18-25,Hamster,2023-10
7778,2022-04-18,Health,0,Annual Checkup,Diet adjustment recommended for weight management,4180,46-55,Rabbit,2022-04
8412,2023-03-14,Resting,84,"","",4116,18-25,Hamster,2023-03
3100,2023-06-17,Resting,3,"","",329,66+,Dog,2023-06
9136,2022-04-15,Health,0,Annual Checkup,"All clear, healthy diet recommended",3553,18-25,Dog,2022-04
9946,2023-10-09,Resting,,"","",9659,26-35,Fish,2023-10
6963,2023-02-22,Walking,,"","",1749,56-65,Rabbit,2023-02
6901,2022-11-10,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,5150,46-55,Dog,2022-11
217,2023-06-12,Health,0,Annual Checkup,"All clear, healthy diet recommended",9887,26-35,Dog,2023-06
579,2023-12-26,Playing,,"","",7956,56-65,Dog,2023-12
538,2022-05-26,Health,0,Injury,"Sprain identified, rest and limited movement advised",5293,46-55,Fish,2022-05
7956,2023-08-22,Health,0,Injury,"Sprain identified, rest and limited movement advised",725,66+,Hamster,2023-08
6919,2023-02-03,Walking,,"","",499,36-45,Hamster,2023-02
5968,2023-02-13,Health,0,Dental Cleaning,"Cleaning done, no dental issues",3794,46-55,Fish,2023-02
4947,2023-04-03,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",9337,56-65,Rabbit,2023-04
6919,2022-09-17,Playing,90,"","",499,36-45,Hamster,2022-09
8070,2023-01-04,Playing,,"","",4144,36-45,Fish,2023-01
6838,2023-07-09,Health,0,Annual Checkup,"All clear, healthy diet recommended",487,36-45,Rabbit,2023-07
3040,2022-09-07,Health,0,Annual Checkup,Diet adjustment recommended for weight management,5637,18-25,Rabbit,2022-09
7212,2023-04-21,Resting,26,"","",479,18-25,Cat,2023-04
5555,2023-12-15,Playing,55,"","",768,18-25,Cat,2023-12
1292,2023-10-20,Health,0,Annual Checkup,"All clear, healthy diet recommended",5397,18-25,Dog,2023-10
3846,2023-12-01,Resting,19,"","",8609,56-65,Fish,2023-12
5699,2023-04-26,Resting,27,"","",4776,26-35,Fish,2023-04
1060,2023-12-02,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,1001,56-65,Rabbit,2023-12
6467,2023-01-29,Resting,1,"","",7672,26-35,Fish,2023-01
6609,2022-12-20,Playing,28,"","",8044,36-45,Cat,2022-12
585,2022-05-27,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",9685,26-35,Dog,2022-05
7680,2022-04-09,Playing,55,"","",129,66+,Rabbit,2022-04
8208,2023-04-06,Walking,,"","",7211,36-45,Fish,2023-04
3988,2023-12-29,Playing,33,"","",9242,56-65,Cat,2023-12
7331,2023-07-21,Resting,70,"","",7557,36-45,Cat,2023-07
5071,2022-08-15,Walking,72,"","",1992,18-25,Fish,2022-08
1382,2022-11-18,Playing,40,"","",7965,36-45,Dog,2022-11
9632,2022-06-13,Walking,5,"","",4032,36-45,Rabbit,2022-06
7692,2023-11-13,Playing,48,"","",6053,36-45,Hamster,2023-11
4777,2022-08-14,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",2269,36-45,Rabbit,2022-08
1057,2022-08-29,Health,0,Annual Checkup,Diet adjustment recommended for weight management,6689,46-55,Fish,2022-08
379,2022-05-15,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,1444,36-45,Cat,2022-05
2840,2023-04-15,Playing,8,"","",8267,46-55,Fish,2023-04
3530,2022-04-18,Walking,5,"","",8942,36-45,Hamster,2022-04
