pet_id,date,activity_type,duration_minutes,issue,resolution,owner_id,owner_age_group,pet_type,year_month
5334,2023-02-25,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",9015,26-35,Cat,2023-02
83,2023-10-18,Playing,10,"","",6916,26-35,Hamster,2023-10
1292,2022-09-26,Walking,7,"","",5397,18-25,Dog,2022-09
4995,2022-06-24,Playing,45,"","",5392,36-45,Rabbit,2022-06
3830,2023-04-29,Health,0,Annual Checkup,"All clear, healthy diet recommended",4465,46-55,Dog,2023-04
601,2023-12-28,Playing,76,"","",321,18-25,Fish,2023-12
3767,2022-05-08,Health,0,Dental Cleaning,"Cleaning done, no dental issues",3183,36-45,Dog,2022-05
7022,2023-05-13,Resting,77,"","",7165,56-65,Dog,2023-05
8586,2023-01-21,Health,0,Annual Checkup,Diet adjustment recommended for weight management,9364,66+,Hamster,2023-01
9305,2023-12-03,Playing,73,"","",4495,18-25,Dog,2023-12
5414,2023-03-24,Health,0,Injury,"Sprain identified, rest and limited movement advised",9435,26-35,Dog,2023-03
5622,2023-03-13,Playing,62,"","",3739,66+,Cat,2023-03
8342,2022-04-27,Health,0,Annual Checkup,"All clear, healthy diet recommended",6252,36-45,Rabbit,2022-04
6838,2022-10-23,Resting,39,"","",487,36-45,Rabbit,2022-10
2471,2023-06-29,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7098,46-55,Dog,2023-06
1678,2023-02-20,Health,0,Annual Checkup,"All clear, healthy diet recommended",1146,36-45,Dog,2023-02
9244,2023-02-15,Resting,73,"","",9723,66+,Rabbit,2023-02
83,2022-11-26,Playing,54,"","",6916,26-35,Hamster,2022-11
5540,2023-06-05,Walking,17,"","",8158,56-65,Dog,2023-06
428,2023-03-31,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3245,56-65,Dog,2023-03
3946,2023-03-24,Walking,,"","",1722,66+,Cat,2023-03
5216,2022-11-26,Playing,48,"","",5464,36-45,Fish,2022-11
7706,2022-11-01,Resting,60,"","",592,56-65,Hamster,2022-11
8342,2022-04-05,Health,0,Annual Checkup,Diet adjustment recommended for weight management,6252,36-45,Rabbit,2022-04
5919,2022-12-20,Resting,21,"","",8009,26-35,Fish,2022-12
751,2023-04-21,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7703,46-55,Fish,2023-04
2513,2022-10-24,Health,0,Injury,Physical therapy recommended for joint issues,27,46-55,Dog,2022-10
1334,2023-12-05,Health,0,Annual Checkup,"All clear, healthy diet recommended",9632,26-35,Dog,2023-12
6087,2022-07-28,Playing,20,"","",3196,26-35,Hamster,2022-07
9968,2023-10-11,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",8847,56-65,Hamster,2023-10
8805,2023-11-03,Playing,24,"","",4944,46-55,Hamster,2023-11
3727,2023-03-06,Walking,61,"","",8154,66+,Dog,2023-03
3936,2023-03-12,Resting,,"","",7063,26-35,Hamster,2023-03
9305,2022-09-25,Playing,85,"","",4495,18-25,Dog,2022-09
6518,2023-03-11,Health,0,Dental Cleaning,"Cleaning done, no dental issues",12,46-55,Dog,2023-03
4480,2022-06-27,Health,0,Injury,"Sprain identified, rest and limited movement advised",9044,46-55,Hamster,2022-06
5336,2023-02-19,Walking,61,"","",6281,46-55,Cat,2023-02
6901,2022-10-14,Walking,58,"","",5150,46-55,Dog,2022-10
717,2022-09-07,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",9637,46-55,Dog,2022-09
601,2023-07-21,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",321,18-25,Fish,2023-07
4899,2022-05-02,Health,0,Annual Checkup,Diet adjustment recommended for weight management,6601,56-65,Dog,2022-05
6121,2023-08-24,Walking,,"","",9603,66+,Fish,2023-08
9244,2023-02-04,Resting,48,"","",9723,66+,Rabbit,2023-02
9689,2022-09-04,Walking,85,"","",7147,46-55,Rabbit,2022-09
6851,2023-09-14,Health,0,Annual Checkup,"All clear, healthy diet recommended",4043,56-65,Dog,2023-09
9721,2022-11-03,Resting,61,"","",4991,26-35,Rabbit,2022-11
5216,2023-01-25,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",5464,36-45,Fish,2023-01
3220,2023-07-06,Walking,30,"","",2733,26-35,Fish,2023-07
7190,2023-07-11,Walking,61,"","",2160,36-45,Hamster,2023-07
1640,2022-09-01,Resting,,"","",7642,36-45,Hamster,2022-09
2869,2023-01-08,Playing,89,"","",4983,36-45,Cat,2023-01
7374,2023-01-16,Health,0,Injury,"Sprain identified, rest and limited movement advised",8179,46-55,Rabbit,2023-01
6087,2023-07-13,Health,0,Annual Checkup,Diet adjustment recommended for weight management,3196,26-35,Hamster,2023-07
3154,2022-10-05,Walking,42,"","",2479,66+,Hamster,2022-10
4583,2022-06-30,Playing,3,"","",7768,26-35,Rabbit,2022-06
4307,2022-10-11,Health,0,Injury,"Sprain identified, rest and limited movement advised",2654,56-65,Hamster,2022-10
306,2023-10-29,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9972,66+,Rabbit,2023-10
3723,2023-10-02,Health,0,Dental Cleaning,"Cleaning done, no dental issues",480,56-65,Dog,2023-10
1968,2022-11-26,Health,0,Injury,"Sprain identified, rest and limited movement advised",109,26-35,Cat,2022-11
1678,2022-05-14,Walking,85,"","",1146,36-45,Dog,2022-05
2881,2022-07-17,Playing,,"","",195,26-35,Fish,2022-07
696,2022-12-10,Playing,35,"","",1036,26-35,Rabbit,2022-12
9452,2023-06-02,Playing,16,"","",4154,18-25,Rabbit,2023-06
585,2022-11-22,Resting,,"","",9685,26-35,Dog,2022-11
741,2022-11-08,Health,0,Injury,Physical therapy recommended for joint issues,3823,26-35,Rabbit,2022-11
6683,2022-10-18,Resting,22,"","",8303,66+,Cat,2022-10
6194,2022-08-05,Playing,21,"","",6231,46-55,Cat,2022-08
3612,2023-07-23,Health,0,Annual Checkup,"All clear, healthy diet recommended",787,36-45,Fish,2023-07
5216,2023-10-15,Walking,80,"","",5464,36-45,Fish,2023-10
5850,2023-05-10,Playing,57,"","",7641,46-55,Dog,2023-05
3767,2023-08-26,Walking,5,"","",3183,36-45,Dog,2023-08
1540,2022-12-17,Resting,,"","",2614,26-35,Rabbit,2022-12
6620,2023-07-02,Health,0,Annual Checkup,Diet adjustment recommended for weight management,9788,46-55,Hamster,2023-07
5823,2023-02-22,Resting,,"","",1745,36-45,Cat,2023-02
2888,2023-01-18,Health,0,Dental Cleaning,"Cleaning done, no dental issues",187,36-45,Rabbit,2023-01
5334,2022-09-13,Playing,37,"","",9015,26-35,Cat,2022-09
3587,2023-01-27,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7214,26-35,Hamster,2023-01
8318,2022-05-03,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",6305,18-25,Fish,2022-05
3040,2023-10-04,Playing,69,"","",5637,18-25,Rabbit,2023-10
5334,2022-06-11,Walking,14,"","",9015,26-35,Cat,2022-06
3463,2022-08-15,Resting,19,"","",8722,18-25,Hamster,2022-08
9071,2023-03-07,Health,0,Annual Checkup,"All clear, healthy diet recommended",4485,56-65,Hamster,2023-03
2191,2023-06-05,Resting,78,"","",9915,36-45,Rabbit,2023-06
6725,2022-09-28,Playing,,"","",5568,56-65,Dog,2022-09
6480,2023-07-05,Health,0,Injury,"Sprain identified, rest and limited movement advised",6899,66+,Dog,2023-07
9379,2022-04-21,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,1903,46-55,Fish,2022-04
774,2023-12-22,Health,0,Annual Checkup,Diet adjustment recommended for weight management,8152,26-35,Dog,2023-12
8007,2023-03-20,Resting,84,"","",6652,18-25,Rabbit,2023-03
7833,2022-06-28,Health,0,Annual Checkup,"All clear, healthy diet recommended",3276,46-55,Fish,2022-06
7666,2022-08-16,Resting,88,"","",6054,26-35,Rabbit,2022-08
8676,2022-08-29,Resting,29,"","",3252,18-25,Fish,2022-08
3466,2023-10-02,Resting,,"","",446,46-55,Hamster,2023-10
6939,2023-08-06,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3445,46-55,Rabbit,2023-08
2733,2022-11-08,Playing,60,"","",2443,56-65,Rabbit,2022-11
3225,2022-07-14,Playing,,"","",936,26-35,Hamster,2022-07
3088,2023-08-26,Walking,87,"","",1339,18-25,Hamster,2023-08
1417,2023-09-21,Playing,2,"","",1834,46-55,Rabbit,2023-09
538,2023-06-14,Health,0,Annual Checkup,"All clear, healthy diet recommended",5293,46-55,Fish,2023-06
7825,2022-12-08,Health,0,Injury,"Minor surgery performed, recovery monitored",6060,56-65,Dog,2022-12
2284,2022-05-24,Resting,30,"","",658,26-35,Rabbit,2022-05
5860,2023-11-16,Walking,,"","",6851,18-25,Dog,2023-11
3017,2022-12-13,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",4534,46-55,Hamster,2022-12
1006,2022-05-20,Resting,18,"","",4000,18-25,Cat,2022-05
864,2023-11-14,Health,0,Injury,Physical therapy recommended for joint issues,9359,18-25,Cat,2023-11
1417,2022-09-22,Health,0,Injury,"Sprain identified, rest and limited movement advised",1834,46-55,Rabbit,2022-09
6617,2022-12-04,Health,0,Annual Checkup,Diet adjustment recommended for weight management,3777,36-45,Fish,2022-12
8418,2022-12-30,Walking,,"","",3390,56-65,Rabbit,2022-12
6121,2023-01-16,Resting,80,"","",9603,66+,Fish,2023-01
4937,2022-10-06,Walking,,"","",9579,26-35,Hamster,2022-10
9659,2023-06-21,Health,0,Dental Cleaning,"Cleaning done, no dental issues",5015,18-25,Dog,2023-06
5421,2023-06-09,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",4457,26-35,Rabbit,2023-06
9179,2023-10-19,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",630,46-55,Rabbit,2023-10
3936,2022-07-10,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",7063,26-35,Hamster,2022-07
9407,2022-06-10,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",9215,26-35,Hamster,2022-06
3132,2023-08-31,Resting,,"","",3504,66+,Rabbit,2023-08
1173,2023-06-28,Playing,72,"","",1251,56-65,Cat,2023-06
9769,2023-05-13,Health,0,Annual Checkup,Diet adjustment recommended for weight management,659,46-55,Hamster,2023-05
6725,2023-09-02,Health,0,Annual Checkup,Diet adjustment recommended for weight management,5568,56-65,Dog,2023-09
7642,2022-12-28,Playing,,"","",8967,26-35,Rabbit,2022-12
5747,2023-04-04,Health,0,Annual Checkup,"All clear, healthy diet recommended",8562,36-45,Dog,2023-04
6919,2023-03-01,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,499,36-45,Hamster,2023-03
538,2022-11-08,Health,0,Injury,"Minor surgery performed, recovery monitored",5293,46-55,Fish,2022-11
7825,2023-03-14,Walking,66,"","",6060,56-65,Dog,2023-03
6556,2023-12-23,Playing,58,"","",1107,56-65,Dog,2023-12
7190,2022-09-04,Walking,65,"","",2160,36-45,Hamster,2022-09
9115,2023-01-29,Resting,86,"","",2345,36-45,Fish,2023-01
1239,2023-03-12,Resting,83,"","",785,36-45,Fish,2023-03
309,2022-05-20,Health,0,Injury,"Sprain identified, rest and limited movement advised",4240,66+,Rabbit,2022-05
2912,2022-10-08,Health,0,Annual Checkup,"All clear, healthy diet recommended",4044,18-25,Hamster,2022-10
9695,2023-09-05,Walking,25,"","",6402,66+,Fish,2023-09
9,2023-12-15,Health,0,Annual Checkup,"All clear, healthy diet recommended",1451,46-55,Hamster,2023-12
8940,2023-06-05,Health,0,Injury,Physical therapy recommended for joint issues,6792,66+,Fish,2023-06
2630,2022-10-29,Resting,31,"","",2214,18-25,Cat,2022-10
2549,2022-09-28,Health,0,Injury,"Sprain identified, rest and limited movement advised",8612,36-45,Dog,2022-09
9187,2022-04-04,Walking,,"","",8368,66+,Rabbit,2022-04
5404,2023-10-18,Resting,60,"","",2402,36-45,Rabbit,2023-10
8697,2022-04-07,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,3061,18-25,Rabbit,2022-04
5091,2023-11-05,Walking,28,"","",3792,26-35,Cat,2023-11
3695,2023-10-20,Resting,32,"","",6294,56-65,Fish,2023-10
3735,2023-03-05,Resting,12,"","",4333,26-35,Cat,2023-03
7022,2023-03-28,Health,0,Annual Checkup,Diet adjustment recommended for weight management,7165,56-65,Dog,2023-03
9485,2023-02-09,Playing,63,"","",459,66+,Hamster,2023-02
8572,2023-02-26,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",496,66+,Rabbit,2023-02
3291,2022-05-07,Health,0,Annual Checkup,"All clear, healthy diet recommended",9548,56-65,Fish,2022-05
9712,2022-09-20,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3539,36-45,Cat,2022-09
5925,2023-03-16,Playing,66,"","",8475,56-65,Hamster,2023-03
7891,2023-07-24,Resting,55,"","",6780,56-65,Dog,2023-07
4726,2022-11-26,Walking,,"","",1578,66+,Rabbit,2022-11
4734,2023-08-19,Walking,66,"","",9477,66+,Rabbit,2023-08
1564,2022-12-05,Resting,17,"","",1621,18-25,Rabbit,2022-12
2898,2023-12-30,Health,0,Dental Cleaning,"Cleaning done, no dental issues",8599,46-55,Cat,2023-12
6683,2023-06-09,Playing,80,"","",8303,66+,Cat,2023-06
6467,2023-04-27,Health,0,Injury,"Minor surgery performed, recovery monitored",7672,26-35,Fish,2023-04
2726,2022-11-14,Walking,35,"","",6618,56-65,Fish,2022-11
1261,2023-02-23,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",683,46-55,Dog,2023-02
9618,2022-08-22,Health,0,Annual Checkup,Diet adjustment recommended for weight management,4482,18-25,Fish,2022-08
337,2022-04-03,Resting,20,"","",2263,36-45,Cat,2022-04
5090,2023-09-01,Health,0,Dental Cleaning,"Cleaning done, no dental issues",6530,26-35,Hamster,2023-09
9706,2023-02-25,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",629,46-55,Rabbit,2023-02
8702,2022-04-07,Health,0,Injury,Physical therapy recommended for joint issues,7485,56-65,Dog,2022-04
7117,2023-11-18,Playing,83,"","",2814,66+,Hamster,2023-11
2726,2023-05-30,Playing,52,"","",6618,56-65,Fish,2023-05
3040,2022-06-09,Playing,15,"","",5637,18-25,Rabbit,2022-06
2888,2023-08-14,Walking,66,"","",187,36-45,Rabbit,2023-08
9946,2022-11-19,Walking,81,"","",9659,26-35,Fish,2022-11
8510,2023-04-12,Health,0,Dental Cleaning,"Cleaning done, no dental issues",2392,18-25,Cat,2023-04
6032,2022-09-20,Health,0,Injury,"Sprain identified, rest and limited movement advised",853,26-35,Cat,2022-09
6729,2022-06-03,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",980,46-55,Hamster,2022-06
5090,2023-02-27,Health,0,Annual Checkup,"All clear, healthy diet recommended",6530,26-35,Hamster,2023-02
9632,2022-10-23,Health,0,Annual Checkup,"All clear, healthy diet recommended",4032,36-45,Rabbit,2022-10
1846,2022-08-31,Health,0,Annual Checkup,"All clear, healthy diet recommended",9741,56-65,Rabbit,2022-08
5622,2022-05-31,Playing,78,"","",3739,66+,Cat,2022-05
8353,2023-12-24,Playing,79,"","",94,18-25,Fish,2023-12
5216,2023-08-31,Resting,56,"","",5464,36-45,Fish,2023-08
1949,2022-08-08,Walking,28,"","",8827,46-55,Rabbit,2022-08
8418,2022-05-07,Walking,36,"","",3390,56-65,Rabbit,2022-05
741,2022-06-29,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,3823,26-35,Rabbit,2022-06
6556,2023-08-15,Walking,,"","",1107,56-65,Dog,2023-08
1309,2022-05-10,Resting,45,"","",5899,18-25,Hamster,2022-05
7331,2022-07-22,Walking,52,"","",7557,36-45,Cat,2022-07
5107,2022-10-30,Playing,80,"","",3456,36-45,Fish,2022-10
9946,2022-12-26,Resting,74,"","",9659,26-35,Fish,2022-12
6141,2023-01-01,Health,0,Injury,"Sprain identified, rest and limited movement advised",7658,56-65,Dog,2023-01
1772,2022-09-04,Playing,61,"","",8034,18-25,Cat,2022-09
5231,2022-10-16,Playing,,"","",2115,36-45,Rabbit,2022-10
8804,2022-04-12,Health,0,Injury,"Sprain identified, rest and limited movement advised",3846,46-55,Fish,2022-04
6806,2022-09-06,Walking,68,"","",7119,56-65,Dog,2022-09
751,2022-10-15,Health,0,Annual Checkup,Diet adjustment recommended for weight management,7703,46-55,Fish,2022-10
3617,2023-06-18,Resting,,"","",3060,66+,Dog,2023-06
239,2023-10-06,Health,0,Injury,"Sprain identified, rest and limited movement advised",1625,36-45,Fish,2023-10
7706,2022-11-05,Walking,,"","",592,56-65,Hamster,2022-11
4726,2022-09-22,Walking,34,"","",1578,66+,Rabbit,2022-09
782,2023-08-10,Walking,43,"","",3884,26-35,Cat,2023-08
2729,2022-08-14,Health,0,Annual Checkup,"All clear, healthy diet recommended",26,46-55,Rabbit,2022-08
1297,2022-12-31,Health,0,Annual Checkup,Diet adjustment recommended for weight management,576,26-35,Fish,2022-12
7833,2022-08-10,Resting,74,"","",3276,46-55,Fish,2022-08
9163,2022-08-19,Walking,77,"","",8254,46-55,Hamster,2022-08
5925,2022-06-26,Health,0,Annual Checkup,"All clear, healthy diet recommended",8475,56-65,Hamster,2022-06
9124,2022-12-23,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,6166,26-35,Rabbit,2022-12
637,2022-05-11,Health,0,Annual Checkup,"All clear, healthy diet recommended",6918,56-65,Cat,2022-05
1001,2022-08-01,Playing,34,"","",4166,46-55,Dog,2022-08
6147,2023-06-04,Health,0,Annual Checkup,"All clear, healthy diet recommended",9222,26-35,Hamster,2023-06
3309,2023-10-03,Health,0,Annual Checkup,"All clear, healthy diet recommended",3958,56-65,Hamster,2023-10
9525,2022-08-23,Walking,46,"","",4975,18-25,Fish,2022-08
2898,2022-04-12,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,8599,46-55,Cat,2022-04
6409,2022-05-16,Health,0,Dental Cleaning,"Cleaning done, no dental issues",2533,26-35,Fish,2022-05
6141,2022-05-15,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7658,56-65,Dog,2022-05
4834,2023-10-17,Health,0,Annual Checkup,"All clear, healthy diet recommended",5367,26-35,Dog,2023-10
579,2022-11-05,Playing,33,"","",7956,56-65,Dog,2022-11
5071,2023-04-29,Walking,5,"","",1992,18-25,Fish,2023-04
9706,2023-10-12,Health,0,Dental Cleaning,"Cleaning done, no dental issues",629,46-55,Rabbit,2023-10
8805,2022-11-01,Resting,49,"","",4944,46-55,Hamster,2022-11
309,2022-04-13,Playing,32,"","",4240,66+,Rabbit,2022-04
1001,2023-01-08,Walking,53,"","",4166,46-55,Dog,2023-01
5503,2023-04-30,Health,0,Annual Checkup,Diet adjustment recommended for weight management,1269,46-55,Cat,2023-04
3686,2022-10-26,Playing,9,"","",2979,26-35,Rabbit,2022-10
5421,2022-11-08,Health,0,Dental Cleaning,"Cleaning done, no dental issues",4457,26-35,Rabbit,2022-11
3612,2023-12-09,Resting,34,"","",787,36-45,Fish,2023-12
4690,2023-06-13,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",1279,66+,Dog,2023-06
3291,2022-08-03,Resting,52,"","",9548,56-65,Fish,2022-08
8789,2022-05-01,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",6619,18-25,Rabbit,2022-05
850,2023-07-26,Resting,42,"","",3475,26-35,Hamster,2023-07
3223,2023-01-30,Walking,56,"","",7880,26-35,Cat,2023-01
627,2022-10-07,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,5611,46-55,Fish,2022-10
5799,2022-04-01,Walking,44,"","",7299,26-35,Fish,2022-04
3289,2023-09-25,Playing,78,"","",8286,46-55,Hamster,2023-09
2342,2023-05-07,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",4929,66+,Hamster,2023-05
6467,2023-08-24,Resting,81,"","",7672,26-35,Fish,2023-08
6683,2023-06-13,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",8303,66+,Cat,2023-06
8455,2022-06-25,Walking,,"","",8397,18-25,Rabbit,2022-06
1169,2022-12-26,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,1614,56-65,Cat,2022-12
6209,2022-07-10,Playing,64,"","",9466,56-65,Hamster,2022-07
2144,2022-06-13,Health,0,Annual Checkup,"All clear, healthy diet recommended",6471,46-55,Fish,2022-06
8387,2022-10-27,Health,0,Injury,"Sprain identified, rest and limited movement advised",160,36-45,Cat,2022-10
3223,2023-07-24,Health,0,Annual Checkup,"All clear, healthy diet recommended",7880,26-35,Cat,2023-07
579,2023-04-07,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7956,56-65,Dog,2023-04
986,2023-04-18,Health,0,Annual Checkup,Diet adjustment recommended for weight management,5102,18-25,Hamster,2023-04
5091,2023-12-10,Resting,47,"","",3792,26-35,Cat,2023-12
9379,2023-10-30,Health,0,Dental Cleaning,"Cleaning done, no dental issues",1903,46-55,Fish,2023-10
4073,2023-03-18,Health,0,Annual Checkup,"All clear, healthy diet recommended",5668,46-55,Hamster,2023-03
2813,2022-12-23,Health,0,Dental Cleaning,"Cleaning done, no dental issues",3324,18-25,Rabbit,2022-12
3225,2022-09-07,Health,0,Annual Checkup,Diet adjustment recommended for weight management,936,26-35,Hamster,2022-09
997,2022-06-01,Playing,16,"","",7886,26-35,Hamster,2022-06
7030,2023-02-08,Walking,54,"","",5761,26-35,Rabbit,2023-02
1963,2022-12-25,Walking,,"","",3173,66+,Dog,2022-12
3828,2022-06-15,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7877,46-55,Fish,2022-06
2549,2022-04-08,Playing,9,"","",8612,36-45,Dog,2022-04
9466,2022-05-09,Playing,17,"","",5373,26-35,Rabbit,2022-05
7716,2022-10-12,Resting,61,"","",342,66+,Cat,2022-10
6121,2023-12-08,Health,0,Annual Checkup,"All clear, healthy diet recommended",9603,66+,Fish,2023-12
2893,2023-07-26,Resting,47,"","",8726,66+,Dog,2023-07
5823,2022-09-06,Walking,37,"","",1745,36-45,Cat,2022-09
7972,2023-06-14,Health,0,Annual Checkup,Diet adjustment recommended for weight management,5338,56-65,Hamster,2023-06
3289,2022-05-08,Health,0,Injury,Physical therapy recommended for joint issues,8286,46-55,Hamster,2022-05
1956,2022-07-25,Resting,43,"","",2818,56-65,Rabbit,2022-07
6934,2023-12-23,Resting,5,"","",7906,26-35,Cat,2023-12
1343,2022-08-27,Resting,31,"","",6225,18-25,Hamster,2022-08
3735,2023-04-10,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",4333,26-35,Cat,2023-04
7144,2022-09-18,Health,0,Annual Checkup,Diet adjustment recommended for weight management,8470,56-65,Rabbit,2022-09
5563,2023-07-06,Playing,29,"","",4091,36-45,Rabbit,2023-07
9367,2023-10-22,Resting,40,"","",4990,56-65,Hamster,2023-10
427,2022-12-31,Playing,5,"","",6043,66+,Rabbit,2022-12
5090,2022-12-09,Walking,,"","",6530,26-35,Hamster,2022-12
627,2022-10-03,Health,0,Annual Checkup,"All clear, healthy diet recommended",5611,46-55,Fish,2022-10
5630,2023-05-24,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",5976,36-45,Dog,2023-05
6518,2023-03-26,Health,0,Annual Checkup,"All clear, healthy diet recommended",12,46-55,Dog,2023-03
2843,2022-06-23,Health,0,Injury,"Sprain identified, rest and limited movement advised",418,46-55,Hamster,2022-06
3225,2022-11-11,Health,0,Injury,Physical therapy recommended for joint issues,936,26-35,Hamster,2022-11
4410,2023-02-13,Health,0,Dental Cleaning,"Cleaning done, no dental issues",4424,56-65,Cat,2023-02
8789,2023-03-18,Playing,27,"","",6619,18-25,Rabbit,2023-03
6609,2022-08-17,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",8044,36-45,Cat,2022-08
8697,2023-07-26,Walking,48,"","",3061,18-25,Rabbit,2023-07
4278,2023-09-24,Health,0,Annual Checkup,"All clear, healthy diet recommended",6524,46-55,Cat,2023-09
2544,2023-11-13,Health,0,Injury,"Minor surgery performed, recovery monitored",9264,56-65,Rabbit,2023-11
3856,2022-05-27,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,7968,66+,Hamster,2022-05
627,2022-10-29,Resting,89,"","",5611,46-55,Fish,2022-10
7296,2023-05-12,Playing,76,"","",4562,26-35,Dog,2023-05
9407,2023-10-11,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9215,26-35,Hamster,2023-10
8353,2022-11-03,Playing,83,"","",94,18-25,Fish,2022-11
8833,2022-04-29,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7766,18-25,Hamster,2022-04
3225,2022-04-12,Playing,9,"","",936,26-35,Hamster,2022-04
3001,2023-06-27,Playing,71,"","",9951,26-35,Cat,2023-06
7785,2022-04-12,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,1955,26-35,Rabbit,2022-04
4480,2022-08-23,Walking,42,"","",9044,46-55,Hamster,2022-08
7416,2023-08-30,Walking,24,"","",8590,18-25,Hamster,2023-08
1678,2023-07-09,Health,0,Annual Checkup,"All clear, healthy diet recommended",1146,36-45,Dog,2023-07
7891,2022-12-18,Health,0,Annual Checkup,"All clear, healthy diet recommended",6780,56-65,Dog,2022-12
5395,2023-09-30,Health,0,Dental Cleaning,"Cleaning done, no dental issues",8924,26-35,Fish,2023-09
209,2023-11-01,Walking,69,"","",9137,56-65,Fish,2023-11
7970,2023-08-19,Health,0,Dental Cleaning,"Cleaning done, no dental issues",1419,36-45,Hamster,2023-08
3846,2023-07-12,Resting,31,"","",8609,56-65,Fish,2023-07
8586,2023-09-27,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",9364,66+,Hamster,2023-09
6103,2022-05-21,Playing,16,"","",3723,66+,Rabbit,2022-05
5008,2023-10-29,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",4697,66+,Dog,2023-10
6141,2023-12-18,Health,0,Annual Checkup,"All clear, healthy diet recommended",7658,56-65,Dog,2023-12
1239,2023-05-01,Health,0,Annual Checkup,Diet adjustment recommended for weight management,785,36-45,Fish,2023-05
2813,2023-01-06,Health,0,Injury,"Minor surgery performed, recovery monitored",3324,18-25,Rabbit,2023-01
6620,2022-07-02,Walking,32,"","",9788,46-55,Hamster,2022-07
5404,2023-06-28,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",2402,36-45,Rabbit,2023-06
3846,2023-06-01,Resting,59,"","",8609,56-65,Fish,2023-06
3026,2023-05-12,Health,0,Injury,"Minor surgery performed, recovery monitored",2037,66+,Rabbit,2023-05
6556,2023-07-08,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",1107,56-65,Dog,2023-07
6859,2023-11-06,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",654,56-65,Cat,2023-11
2882,2022-09-25,Health,0,Annual Checkup,Diet adjustment recommended for weight management,6343,56-65,Dog,2022-09
7281,2022-05-23,Health,0,Annual Checkup,Diet adjustment recommended for weight management,3985,18-25,Fish,2022-05
9445,2023-07-04,Playing,20,"","",3664,18-25,Dog,2023-07
2837,2022-04-10,Playing,41,"","",9708,56-65,Fish,2022-04
9718,2022-09-22,Health,0,Annual Checkup,"All clear, healthy diet recommended",901,26-35,Cat,2022-09
7788,2023-08-08,Health,0,Injury,"Sprain identified, rest and limited movement advised",7350,36-45,Dog,2023-08
9930,2023-05-15,Walking,,"","",7016,18-25,Dog,2023-05
3088,2022-07-03,Health,0,Annual Checkup,"All clear, healthy diet recommended",1339,18-25,Hamster,2022-07
8353,2023-05-03,Health,0,Injury,Physical therapy recommended for joint issues,94,18-25,Fish,2023-05
831,2023-01-13,Health,0,Injury,"Sprain identified, rest and limited movement advised",5416,46-55,Cat,2023-01
2058,2022-06-26,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",4954,36-45,Fish,2022-06
